Patient_ID,Label,ApEn
v274_v274.csv,1,0.5428557933018001
v274_v274.csv,1,0.49639658518567176
v274_v274.csv,1,0.5884872098165168
v274_v274.csv,1,0.7692485187484239
v274_v274.csv,1,0.6915452295961413
v274_v274.csv,1,0.7475300768763011
v274_v274.csv,1,0.7507373509951263
v274_v274.csv,1,0.653173341540028
v274_v274.csv,1,0.7196729231190999
v274_v274.csv,1,0.6934173932290593
v274_v274.csv,1,0.6888445647832242
v274_v274.csv,1,0.666358503585736
v274_v274.csv,1,0.6041641306862373
v274_v274.csv,1,0.6597289546413947
v274_v274.csv,1,0.5894713442548163
v274_v274.csv,1,0.5138107497654665
v274_v274.csv,1,0.6508010570547289
v274_v274.csv,1,0.6121429775948091
v274_v274.csv,1,0.6328280543723053
v274_v274.csv,1,0.7066125818672977
v274_v274.csv,1,0.6138669410221778
v274_v274.csv,1,0.5560343772228369
v274_v274.csv,1,0.5137432454047888
v274_v274.csv,1,0.563688715185783
v274_v274.csv,1,0.7230353276048884
v274_v274.csv,1,0.6252017183117036
v274_v274.csv,1,0.7461605438533443
v274_v274.csv,1,0.8283946949452439
v274_v274.csv,1,0.7517064441870924
v274_v274.csv,1,0.5864950923900452
v274_v274.csv,1,0.6845744556585638
v274_v274.csv,1,0.6161962823663467
v274_v274.csv,1,0.715874615662885
v274_v274.csv,1,0.8119963543549975
v274_v274.csv,1,0.759096743215256
v274_v274.csv,1,0.7384332017748481
v274_v274.csv,1,0.6841853193393774
v274_v274.csv,1,0.5036440390731514
v274_v274.csv,1,0.648946423745528
v274_v274.csv,1,0.6845591741321759
v274_v274.csv,1,0.676412208439972
v274_v274.csv,1,0.7377305235364915
v274_v274.csv,1,0.4722249238885965
v274_v274.csv,1,0.598334360245127
v274_v274.csv,1,0.7515592643557194
v274_v274.csv,1,0.840441653300608
v274_v274.csv,1,0.8438350879689009
v274_v274.csv,1,0.5268967969367457
v274_v274.csv,1,0.4982469275743058
v274_v274.csv,1,0.5284137277628949
v274_v274.csv,1,0.5620611905443167
v274_v274.csv,1,0.6714716179550186
v274_v274.csv,1,0.6353932451460382
v274_v274.csv,1,0.5988508991127097
v274_v274.csv,1,0.6894703129890845
v274_v274.csv,1,0.6300168743989976
v274_v274.csv,1,0.6112100849032815
v274_v274.csv,1,0.7090061368496867
v274_v274.csv,1,0.7969643654487095
v274_v274.csv,1,0.7892871462059219
v274_v274.csv,1,0.6810900957934063
v274_v274.csv,1,0.6329619614074637
v274_v274.csv,1,0.6739602185281441
v274_v274.csv,1,0.6147423096165001
v274_v274.csv,1,0.5218235956919202
v274_v274.csv,1,0.48431989910043605
v274_v274.csv,1,0.5314213870775628
v274_v274.csv,1,0.6878940140036494
v274_v274.csv,1,0.8066606335722519
v274_v274.csv,1,0.7572470217301941
v274_v274.csv,1,0.688372149835677
v274_v274.csv,1,0.7215643340799085
v274_v274.csv,1,0.6474852780573137
v274_v274.csv,1,0.6722177477843996
v274_v274.csv,1,0.8455344672589735
v274_v274.csv,1,0.8625568287851411
v274_v274.csv,1,0.6522079504214524
v274_v274.csv,1,0.5683746123033022
v274_v274.csv,1,0.7021260051359359
v274_v274.csv,1,0.8073801012029058
v274_v274.csv,1,0.5432345745106049
v274_v274.csv,1,0.5410291892823489
v274_v274.csv,1,0.7346834642892963
v274_v274.csv,1,0.7512674720921564
v274_v274.csv,1,0.6926898962438628
v274_v274.csv,1,0.623354417120145
v274_v274.csv,1,0.5752365475813979
v274_v274.csv,1,0.6459342393723873
v274_v274.csv,1,0.7923286759688861
v274_v274.csv,1,0.6558018614820935
v274_v274.csv,1,0.6202183518922944
v274_v274.csv,1,0.8201528873180743
v274_v274.csv,1,0.7122407589398727
v274_v274.csv,1,0.5851849592845038
v274_v274.csv,1,0.7002891570642196
v274_v274.csv,1,0.7397883399063514
v274_v274.csv,1,0.7472659881378303
v274_v274.csv,1,0.6603797502957929
v274_v274.csv,1,0.6608471067518686
v274_v274.csv,1,0.7444878602429332
v274_v274.csv,1,0.761805093417554
v274_v274.csv,1,0.6837585534100574
v274_v274.csv,1,0.621309699878779
v274_v274.csv,1,0.6391261889571687
v274_v274.csv,1,0.5508911714544333
v274_v274.csv,1,0.6520092835723839
v274_v274.csv,1,0.6454736073224736
v274_v274.csv,1,0.5613596296152079
v274_v274.csv,1,0.7012114613249714
v274_v274.csv,1,0.702010875920557
v274_v274.csv,1,0.6992398168232827
v274_v274.csv,1,0.6418328461952822
v274_v274.csv,1,0.6906752622890342
v274_v274.csv,1,0.6689871114245478
v274_v274.csv,1,0.6545990888531961
v274_v274.csv,1,0.5970605142267993
v274_v274.csv,1,0.6716364443076506
v274_v274.csv,1,0.7516001344237613
v274_v274.csv,1,0.7609663521525722
v274_v274.csv,1,0.8348753517286482
v274_v274.csv,1,0.7678588395439512
v274_v274.csv,1,0.5632891781566136
v274_v274.csv,1,0.5067349038082551
v274_v274.csv,1,0.672211558504372
v274_v274.csv,1,0.572957667397489
v274_v274.csv,1,0.7361532659862497
v274_v274.csv,1,0.6569718320244702
v274_v274.csv,1,0.36466280290895714
v274_v274.csv,1,0.5288417918043606
v274_v274.csv,1,0.5939849297624309
v274_v274.csv,1,0.6136409913764558
v274_v274.csv,1,0.6430548802297102
v274_v274.csv,1,0.6599847590706691
v274_v274.csv,1,0.7359392495660759
v274_v274.csv,1,0.7109480883738191
v274_v274.csv,1,0.5515398087004755
v274_v274.csv,1,0.42043564265141375
v274_v274.csv,1,0.5290854650008625
v274_v274.csv,1,0.697158288493767
v274_v274.csv,1,0.7322757696226829
v274_v274.csv,1,0.7998803984550564
v274_v274.csv,1,0.6742515564803098
v274_v274.csv,1,0.6791416888371127
v274_v274.csv,1,0.5416723854790821
v274_v274.csv,1,0.5470844452676857
v274_v274.csv,1,0.6831753237918914
v274_v274.csv,1,0.6651137995326253
v274_v274.csv,1,0.3814313181532465
v274_v274.csv,1,0.19557892301877944
v274_v274.csv,1,0.35878196464783896
v274_v274.csv,1,0.7455378324420274
v274_v274.csv,1,0.8322374612011214
v274_v274.csv,1,0.7398081093337492
v274_v274.csv,1,0.6644142557071162
v274_v274.csv,1,0.6531374254879059
v274_v274.csv,1,0.6664460881328891
v274_v274.csv,1,0.673016510260231
v274_v274.csv,1,0.6289796898720059
v274_v274.csv,1,0.6457019092738698
v274_v274.csv,1,0.7308622897140529
v274_v274.csv,1,0.6407674403829509
v274_v274.csv,1,0.6073897698901765
v274_v274.csv,1,0.570500416746667
v274_v274.csv,1,0.3904631916016075
v274_v274.csv,1,0.46801071684497675
v274_v274.csv,1,0.5315246050872515
v274_v274.csv,1,0.5728266829132185
v274_v274.csv,1,0.6992708894666175
v274_v274.csv,1,0.6336773830775275
v274_v274.csv,1,0.5976839883129217
v274_v274.csv,1,0.40022721111152215
v274_v274.csv,1,0.5191539565086476
v274_v274.csv,1,0.6582790750509981
v274_v274.csv,1,0.6464713459995477
v274_v274.csv,1,0.7518351677679656
v274_v274.csv,1,0.6964317896911765
v274_v274.csv,1,0.6357492622558651
v274_v274.csv,1,0.6278584081966492
v274_v274.csv,1,0.5845968234456285
v274_v274.csv,1,0.7138769602785886
v274_v274.csv,1,0.7574117726545735
v274_v274.csv,1,0.7547764801665777
v274_v274.csv,1,0.7201694746390492
v274_v274.csv,1,0.7648254279121933
v274_v274.csv,1,0.7088582666243024
v274_v274.csv,1,0.5298959701515713
v274_v274.csv,1,0.5941986205910013
v274_v274.csv,1,0.6468144683977717
v274_v274.csv,1,0.684423311705614
v274_v274.csv,1,0.6269697576713549
v274_v274.csv,1,0.6500587453897255
v274_v274.csv,1,0.4846455667583536
v274_v274.csv,1,0.40143374949038124
v274_v274.csv,1,0.33748008278543207
v274_v274.csv,1,0.5054783002067071
v274_v274.csv,1,0.6964996273936399
v274_v274.csv,1,0.6455318640815051
v274_v274.csv,1,0.652018488762498
v274_v274.csv,1,0.6842780799371542
v274_v274.csv,1,0.6023358049351755
v274_v274.csv,1,0.6046158239272401
v274_v274.csv,1,0.6288789697364856
v274_v274.csv,1,0.6815070964674237
v274_v274.csv,1,0.5615352770099795
v274_v274.csv,1,0.519554773040297
v274_v274.csv,1,0.6022830687665697
v274_v274.csv,1,0.4896148736199395
v274_v274.csv,1,0.6645383447757882
v274_v274.csv,1,0.743628675280632
v274_v274.csv,1,0.7003890990233481
v274_v274.csv,1,0.6726346468880231
v274_v274.csv,1,0.6375064067156129
v274_v274.csv,1,0.5864799315995333
v274_v274.csv,1,0.7230968405928233
v274_v274.csv,1,0.7016737377129791
v274_v274.csv,1,0.6671705527538747
v274_v274.csv,1,0.6883576223774677
v274_v274.csv,1,0.7078246749911905
v274_v274.csv,1,0.7291322249539802
v274_v274.csv,1,0.7485441616710897
v274_v274.csv,1,0.5354555080311814
v274_v274.csv,1,0.470123151836622
v274_v274.csv,1,0.6681800604493167
v274_v274.csv,1,0.5965905843074428
v274_v274.csv,1,0.6403303457620764
v274_v274.csv,1,0.6741204011670043
v274_v274.csv,1,0.5636672409827281
v274_v274.csv,1,0.6578499163557807
